tick,orgs,occupied,lineages,topShare,simpson,shannonNats,pielouEven,giniLineage,meanCellsPerOrg,perimeterRatio,avgComponents,budget,measured,drift,tapeCorr,stillbirths,repTry,repOk,birthRepro,birthSplit,splitEvents,splitFrags,splitFragMean,splitSingletonRatio,splitKeepMean,xenoTry,xenoOk,xenoDriveMean,socialCohMean,actionEntropy,noveltyProxy
500,25,281,9,0.537367,0.659490,1.477893,0.672618,0.613681,11.240000,0.432384,2.160000,132911.000000,132911.000000,0.000000,1263,0,1048,9,9,23,23,23,7.739130,0.000000,14.739130,4297,216,0.252285,0.950855,2.479223,2.294513
1000,16,120,5,0.791667,0.359306,0.762240,0.473606,0.640000,7.500000,0.550000,2.000000,132911.000000,132911.000000,0.000000,1135,1,2087,26,26,29,29,29,7.103448,0.000000,18.413793,18,0,0.117594,0.973624,2.110333,1.117560
1500,17,68,4,0.470588,0.627595,1.079012,0.778343,0.389706,4.000000,0.691176,2.352941,132911.000000,132911.000000,0.000000,757,1,506,17,17,13,13,13,3.923077,0.000000,7.307692,24,1,0.206692,0.939070,1.563641,1.608928
2000,15,47,5,0.425532,0.663649,1.231277,0.765035,0.451064,3.133333,0.595745,1.466667,132911.000000,132911.000000,0.000000,705,1,1479,15,15,1,1,1,2.000000,0.000000,3.000000,223,222,0.587693,0.921852,1.451376,1.626852
2500,13,18,7,0.277778,0.796296,1.736121,0.892190,0.349206,1.384615,0.861111,1.076923,132911.000000,132911.000000,0.000000,685,0,2009,7,7,5,5,5,4.800000,0.000000,6.600000,0,0,0.000000,0.967057,1.239465,1.783278
3000,7,19,5,0.736842,0.437673,0.926908,0.575920,0.568421,2.714286,0.710526,1.428571,132911.000000,132911.000000,-0.000000,438,0,471,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.914396,1.249950,0.984743
3500,4,6,4,0.500000,0.666667,1.242453,0.896241,0.250000,1.500000,1.000000,1.500000,132911.000000,132911.000001,0.000001,295,0,106,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.945271,1.410667,1.607111
4000,1,1,1,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,132911.000000,132911.000000,-0.000000,111,0,309,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.993137,1.510228,0.000000
4500,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132911.000000,132911.000000,0.000000,41,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.897805,0.000000
5000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132911.000000,132911.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
5500,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132911.000000,132911.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
6000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132911.000000,132911.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
