tick,orgs,occupied,lineages,topShare,simpson,shannonNats,pielouEven,giniLineage,meanCellsPerOrg,perimeterRatio,avgComponents,budget,measured,drift,tapeCorr,stillbirths,repTry,repOk,birthRepro,birthSplit,splitEvents,splitFrags,splitFragMean,splitSingletonRatio,splitKeepMean,xenoTry,xenoOk,xenoDriveMean,socialCohMean,actionEntropy,noveltyProxy
500,9,169,6,0.520710,0.620006,1.184807,0.661254,0.578895,18.777778,0.514793,4.666667,132911.000000,132911.000000,0.000000,1010,2,2757,13,13,14,14,14,3.714286,0.000000,10.071429,2594,188,0.291646,0.932335,2.349460,2.076686
1000,2,10,1,1.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.400000,1.000000,132911.000000,132911.000000,0.000000,293,0,79,4,4,12,12,12,7.250000,0.000000,14.166667,1,0,0.294562,0.980532,2.245903,0.000000
1500,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132911.000000,132911.000000,0.000000,55,0,53,1,1,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,1.000000,1.575761,0.000000
2000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132911.000000,132911.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
2500,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132911.000000,132911.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
3000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132911.000000,132911.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
3500,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132911.000000,132911.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
4000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132911.000000,132911.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
4500,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132911.000000,132911.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
5000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132911.000000,132911.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
5500,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132911.000000,132911.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
6000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132911.000000,132911.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
