tick,orgs,occupied,lineages,topShare,simpson,shannonNats,pielouEven,giniLineage,meanCellsPerOrg,perimeterRatio,avgComponents,budget,measured,drift,tapeCorr,stillbirths,repTry,repOk,birthRepro,birthSplit,splitEvents,splitFrags,splitFragMean,splitSingletonRatio,splitKeepMean,xenoTry,xenoOk,xenoDriveMean,socialCohMean,actionEntropy,noveltyProxy
500,20,227,7,0.264317,0.791787,1.668900,0.857645,0.363751,11.350000,0.566079,3.600000,132911.000000,132911.000000,0.000000,1396,0,307,11,11,43,43,43,4.651163,0.000000,12.697674,2646,27,0.210508,0.937262,2.366611,2.665639
1000,21,164,6,0.689024,0.494720,1.041575,0.581314,0.619919,7.809524,0.475610,2.095238,132911.000000,132911.000000,-0.000000,974,0,1046,15,15,33,33,33,4.939394,0.000000,9.000000,36,2,0.130086,0.956868,2.502026,1.732524
1500,14,72,5,0.430556,0.704090,1.373321,0.853292,0.377778,5.142857,0.569444,1.857143,132911.000000,132911.000000,0.000000,945,0,2582,7,7,16,16,16,5.625000,0.000000,13.500000,87,6,0.195899,0.957037,2.007875,2.117813
2000,7,21,3,0.666667,0.498866,0.864150,0.786583,0.349206,3.000000,0.809524,1.857143,132911.000000,132911.000000,-0.000000,379,0,500,0,0,0,0,0,0.000000,0.000000,0.000000,10,10,0.076260,0.979197,1.567056,1.280617
2500,6,15,5,0.333333,0.755556,1.489750,0.925634,0.266667,2.500000,0.833333,1.666667,132911.000000,132911.000000,0.000000,251,0,500,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.997598,1.291404,1.731283
3000,1,3,1,1.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.833333,2.000000,132911.000000,132911.000000,0.000000,165,0,58,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.994224,1.650648,0.000000
3500,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132911.000000,132911.000000,0.000000,29,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.999210,0.133533,0.000000
4000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132911.000000,132911.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
4500,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132911.000000,132911.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
5000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132911.000000,132911.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
5500,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132911.000000,132911.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
6000,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132911.000000,132911.000000,0.000000,0,0,0,0,0,0,0,0,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000
